Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
input/vocabulary/valueset/valueset-hiv-c-de37.json	1466	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	25	233	0	0	0	0	1	0	0
input/vocabulary/valueset/valueset-hiv-c-de42.json	944	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	21	213	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-c-de47.json	1107	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	27	219	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-c-de56.json	1051	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	23	216	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-c-de64.json	1150	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	24	221	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-c-de76.json	762	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	22	229	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-c-de81.json	826	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	21	237	0	0	0	0	1	0	0
input/vocabulary/valueset/valueset-hiv-c-de92.json	761	7	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	22	216	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-c-de96.json	767	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	22	215	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-config-de13.json	720	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	23	223	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-d-de1003.json	984	7	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	22	223	0	0	1	0	0	0	0
input/vocabulary/valueset/valueset-hiv-d-de1011.json	1007	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	21	219	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-d-de1020.json	753	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	20	216	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-d-de1029.json	916	7	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	21	219	0	0	0	0	1	0	0
input/vocabulary/valueset/valueset-hiv-d-de1035.json	947	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	21	221	0	0	0	0	0	0	0
